Serial No,Location,Apartment_size,Bed,Bath,Price,Area,Area_code
1577,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1578,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1579,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1580,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1581,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1582,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1583,"Section 12, Mirpur, Dhaka",1600,3,3,26000,Mirpur,44
1584,"Section 12, Mirpur, Dhaka",1600,3,3,26000,Mirpur,44
1585,"Section 12, Mirpur, Dhaka",1600,3,3,26000,Mirpur,44
1586,"Nadda, Dhaka",1050,3,2,18000,Nadda,49
1587,"Section 12, Mirpur, Dhaka",1600,3,3,26000,Mirpur,44
1588,"Section 12, Mirpur, Dhaka",1600,3,3,26000,Mirpur,44
1589,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1250,3,3,15000,Mirpur,44
1590,"South Badda, Badda, Dhaka",1250,3,3,24000,Badda,3
1591,"South Mollartek, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,12
1592,"Block A, Section 11, Mirpur, Dhaka",850,3,2,14500,Mirpur,44
1593,"Block A, Section 11, Mirpur, Dhaka",850,3,2,15000,Mirpur,44
1594,"Block C, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,44
1595,"Section 12, Mirpur, Dhaka",1600,3,3,26000,Mirpur,44
1596,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara,72
1597,"Section 12, Mirpur, Dhaka",1600,3,3,26000,Mirpur,44
1598,"Middle Paikpara, Mirpur, Dhaka",1420,3,3,20000,Mirpur,44
1599,"Malibagh, Dhaka",1237,3,3,22000,Malibagh,41
1600,"Nayatola, Maghbazar, Dhaka",1200,3,3,27000,Maghbazar,40
1601,"Nayatola, Maghbazar, Dhaka",1300,3,3,28000,Maghbazar,40
1602,"Mohammadia Housing Society, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
1603,"Dhanmondi, Dhaka",1250,3,3,32000,Dhanmondi,14
1604,"Kallyanpur, Mirpur, Dhaka",1200,3,3,20000,Mirpur,44
1605,"Sector 10, Uttara, Dhaka",1300,3,3,20000,Uttara,72
1606,"Block B, Section 12, Mirpur, Dhaka",1205,3,3,25000,Mirpur,44
1607,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",900,3,2,13000,Mohammadpur,46
1608,"Kuratoli, Kuril, Dhaka",800,2,2,13000,Kuril,36
1609,"Rupnagar R/A, Mirpur, Dhaka",1100,3,2,18000,Mirpur,44
1610,"Vatara, Badda, Dhaka",750,2,1,13000,Vatara,73
1611,"Mirpur, Dhaka",1050,3,3,14000,Mirpur,44
1612,"Rupnagar R/A, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1613,"Bibir Bagicha, Jatra Bari, Dhaka",650,2,1,10000,Jatra Bari,22
1614,"Kallyanpur, Mirpur, Dhaka",1250,3,3,16500,Mirpur,44
1615,"Sector 13, Uttara, Dhaka",1000,3,3,20000,Uttara,72
1616,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur,46
1617,"Uttar Badda, Badda, Dhaka",600,2,1,13000,Badda,3
1618,"Mohammadia Housing Society, Mohammadpur, Dhaka",700,2,2,13000,Mohammadpur,46
1619,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",1300,4,3,20000,Mohammadpur,46
1620,"Block G, Section 1, Mirpur, Dhaka",650,2,2,14000,Mirpur,44
1621,"Sector 10, Uttara, Dhaka",1400,3,4,17000,Uttara,72
1622,"Sector 10, Uttara, Dhaka",1400,3,4,16000,Uttara,72
1623,"Middle Paikpara, Mirpur, Dhaka",1150,3,2,15000,Mirpur,44
1624,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",720,2,2,10000,Mohammadpur,46
1625,"Block F, Section 2, Mirpur, Dhaka",1200,3,3,18000,Mirpur,44
1626,"Block E, Chandrima Model Town, Mohammadpur, Dhaka",1350,3,3,15000,Mohammadpur,46
1627,"Block E, Chandrima Model Town, Mohammadpur, Dhaka",1350,3,3,15000,Mohammadpur,46
1628,"Block E, Chandrima Model Town, Mohammadpur, Dhaka",1350,3,3,15000,Mohammadpur,46
1629,"Badda, Dhaka",950,3,2,20000,Badda,3
1630,"Block J, Banasree, Dhaka",1300,3,3,20000,Banasree,5
1631,"Block J, Banasree, Dhaka",1300,3,3,20000,Banasree,5
1632,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1633,"Block B, Section 12, Mirpur, Dhaka",650,2,2,16500,Mirpur,44
1634,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1635,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1636,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1637,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1638,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur,44
1639,"Section 12, Mirpur, Dhaka",1600,3,3,29000,Mirpur,44
1640,"Section 12, Mirpur, Dhaka",1600,3,3,29000,Mirpur,44
1641,"Block K, Aftab Nagar, Dhaka",1400,3,3,20000,Aftab Nagar,1
1642,"Block K, Aftab Nagar, Dhaka",1400,3,3,20000,Aftab Nagar,1
1643,"Block K, Aftab Nagar, Dhaka",1400,3,3,20000,Aftab Nagar,1
1644,"aziz Moholla, Mohammadpur, Dhaka",700,2,2,14000,Mohammadpur,46
1645,"Joar Sahara, Dhaka",800,2,2,12000,Joar Sahara,23
1646,"Banani DOHS, Dhaka",2137,3,4,80000,Banani,4
1647,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,13000,Mirpur,44
1648,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,13000,Mirpur,44
1649,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,13500,Mirpur,44
1650,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka",1150,3,3,18000,Mohammadpur,46
1651,"Sector 2, Block H, Aftab Nagar, Dhaka",650,2,2,13000,Aftab Nagar,1
1652,"Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
1653,"Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1654,"Sector 2, Block H, Aftab Nagar, Dhaka",650,2,2,13000,Aftab Nagar,1
1655,"Ahmed Nagar, Mirpur, Dhaka",850,2,2,10000,Mirpur,44
1656,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,13500,Mirpur,44
1657,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,12000,Mirpur,44
1658,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,14000,Mirpur,44
1659,"Baridhara DOHS, Dhaka",1300,3,3,35000,Baridhara,8
1660,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka",1150,3,3,18000,Mohammadpur,46
1661,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,14000,Mirpur,44
1662,"Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur,46
1663,"Lalbagh, Dhaka",1100,3,3,23000,Lalbagh,37
1664,"Baridhara DOHS, Dhaka",1300,3,3,35000,Baridhara,8
1665,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,13500,Mirpur,44
1666,"Agargaon, Dhaka",1050,3,2,18000,Agargaon,2
1667,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka",1150,3,3,18000,Mohammadpur,46
1668,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,12500,Mirpur,44
1669,"Road No 5, Dhanmondi, Dhaka",2759,4,5,75000,Dhanmondi,14
1670,"Malibagh, Dhaka",800,2,2,18000,Malibagh,41
1671,"Mirpur, Dhaka",800,2,2,11500,Mirpur,44
1672,"Sector 2, Block H, Aftab Nagar, Dhaka",1650,4,3,20000,Aftab Nagar,1
1673,"Baridhara DOHS, Dhaka",1300,3,3,35000,Baridhara,8
1674,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur,44
1675,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur,44
1676,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur,44
1677,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur,44
1678,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur,44
1679,"Block J, Eastern Housing, Pallabi, Mirpur, Dhaka",1200,3,2,16000,Mirpur,44
1680,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10500,Mirpur,44
1681,"Block J, Eastern Housing, Pallabi, Mirpur, Dhaka",1200,3,2,15000,Mirpur,44
1682,"Kallyanpur, Mirpur, Dhaka",700,2,2,13000,Mirpur,44
1683,"Kallyanpur, Mirpur, Dhaka",700,2,2,13600,Mirpur,44
1684,"Baitul Aman Housing Society, Adabor, Dhaka",1250,3,3,24000,Adabor,0
1685,"Khilbari Tek, Badda, Dhaka",500,1,2,11000,Badda,3
1686,"Rayer Bazaar, Hazaribag, Dhaka",700,2,2,13500,Hazaribag,20
1687,"Armanitola, Naya Bazar, Bangshal, Dhaka",300,1,1,10000,Bangshal,7
1688,"Block H, Bashundhara R-A, Dhaka",800,2,2,19000,Bashundhara,10
1689,"Naya Bazar, Bangshal, Dhaka",500,2,1,11000,Bangshal,7
1690,"Matikata, Cantonment, Dhaka",950,3,3,13000,Cantonment,11
1691,"Hazaribag, Dhaka",1400,3,4,20000,Hazaribag,20
1692,"Block H, Bashundhara R-A, Dhaka",800,2,2,19000,Bashundhara,10
1693,"Senpara Parbata, Section 10, Mirpur, Dhaka",650,2,2,14000,Mirpur,44
1694,"Shantinagar, Dhaka",1680,3,3,36000,Shantinagar,61
1695,"Pirerbag, Mirpur, Dhaka",1100,3,3,15000,Mirpur,44
1696,"Badda, Dhaka",900,2,2,15000,Badda,3
1697,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,18000,Mohammadpur,46
1698,"Sector 4, Uttara, Dhaka",1600,3,3,30000,Uttara,72
1699,"Badda, Dhaka",700,2,2,15000,Badda,3
1700,"Bagan Bari, Cantonment, Dhaka",750,2,2,13000,Cantonment,11
1701,"Uttar Badda, Badda, Dhaka",700,2,2,13500,Badda,3
1702,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",900,3,2,13000,Vatara,73
1703,"Kafrul, Dhaka",650,2,1,10000,Kafrul,26
1704,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",800,2,2,14000,Mohammadpur,46
1705,"Mirpur, Dhaka",600,2,1,11000,Mirpur,44
1706,"Block D, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",720,2,2,16000,Mohammadpur,46
1707,"Sector 11, Uttara, Dhaka",600,2,1,15000,Uttara,72
1708,"Sector 14, Uttara, Dhaka",900,3,2,18000,Uttara,72
1709,"Sector 14, Uttara, Dhaka",950,2,3,18000,Uttara,72
1710,"Kotwali, Dhaka",450,2,1,15000,Kotwali,35
1711,"Maghbazar, Dhaka",650,2,1,15000,Maghbazar,40
1712,"Mirpur, Dhaka",1000,3,2,15000,Mirpur,44
1713,"Block C, Section 12, Mirpur, Dhaka",1100,2,2,15000,Mirpur,44
1714,"Senpara Parbata, Section 10, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1715,"Block A, Section 11, Mirpur, Dhaka",650,2,2,10500,Mirpur,44
1716,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,13000,Badda,3
1717,"Sector 10, Uttara, Dhaka",1465,3,3,20000,Uttara,72
1718,"Kadamtala, Bashabo, Dhaka",700,2,2,13500,Kadamtala,25
1719,"Block D, Banasree, Dhaka",1200,3,3,19000,Banasree,5
1720,"Pirerbag, Mirpur, Dhaka",1100,3,2,14000,Mirpur,44
1721,"West Shewrapara, Mirpur, Dhaka",1100,3,3,20000,Mirpur,44
1722,"Ashkona, Dakshin Khan, Dhaka",1000,3,2,14000,Dakshin Khan,12
1723,"Ashkona, Dakshin Khan, Dhaka",1000,3,2,14000,Dakshin Khan,12
1724,"Ashkona, Dakshin Khan, Dhaka",1000,3,2,14000,Dakshin Khan,12
1725,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,15000,Uttara,72
1726,"Kallyanpur, Mirpur, Dhaka",1500,3,3,22000,Mirpur,44
1727,"Uttar Badda, Badda, Dhaka",700,2,2,13000,Badda,3
1728,"Vashantek, Cantonment, Dhaka",650,2,2,14000,Cantonment,11
1729,"Middle Paikpara, Mirpur, Dhaka",1200,3,2,17000,Mirpur,44
1730,"Turag City, Section 1, Mirpur, Dhaka",650,2,2,12000,Turag,70
1731,"Block K, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,11000,Mirpur,44
1732,"Kawlar, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,12
1733,"Nabi Nagar Housing, Mohammadpur, Dhaka",720,2,2,10000,Mohammadpur,46
1734,"Nabi Nagar Housing, Mohammadpur, Dhaka",720,2,2,10000,Mohammadpur,46
1735,"Hatirpool, Dhaka",1800,3,4,34000,Hatirpool,19
1736,"Hatirpool, Dhaka",1200,2,2,25000,Hatirpool,19
1737,"Avenue 9, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,38000,Mirpur,44
1738,"Sher-E-Bangla Avenue, Dolipara, Uttara, Dhaka",700,2,2,13500,Uttara,72
1739,"West Agargaon, Agargaon, Dhaka",600,1,1,10000,Agargaon,2
1740,"2nd Colony, Mirpur, Dhaka",940,3,2,15000,Mirpur,44
1741,"Rajabazar, Tejgaon, Dhaka",750,2,1,18000,Tejgaon,69
1742,"Uttar Badda, Badda, Dhaka",1300,3,4,25000,Badda,3
1743,"Kalabagan, Dhaka",1100,2,2,32000,Kalabagan,28
1744,"West Shewrapara, Mirpur, Dhaka",1300,4,4,25000,Mirpur,44
1745,"Vatara, Badda, Dhaka",700,2,1,12000,Vatara,73
1746,"Block E, Banasree, Dhaka",950,2,2,16000,Banasree,5
1747,"West Nakhalpara, Tejgaon, Dhaka",750,2,2,21000,Tejgaon,69
1748,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,38000,Mirpur,44
1749,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur,44
1750,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur,44
1751,"Ranavola- Block D, Sector 10, Uttara, Dhaka",1200,2,3,15000,Uttara,72
1752,"Ranavola- Block D, Sector 10, Uttara, Dhaka",1200,2,3,15000,Uttara,72
1753,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,25000,Mirpur,44
1754,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,25000,Mirpur,44
1755,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,25000,Mirpur,44
1756,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,15000,Mirpur,44
1757,"Rupnagar R/A, Mirpur, Dhaka",800,2,2,13000,Mirpur,44
1758,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1100,3,2,16000,Mohammadpur,46
1759,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,40000,Mirpur,44
1760,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,25000,Mirpur,44
1761,"Avenue 9, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,36000,Mirpur,44
1762,"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka",1200,3,3,16000,Mirpur,44
1763,"Avenue 9, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,32000,Mirpur,44
1764,"Avenue 9, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,38000,Mirpur,44
1765,"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka",1200,3,3,16000,Mirpur,44
1766,"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka",1200,3,3,16000,Mirpur,44
1767,"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka",1200,3,3,16000,Mirpur,44
1768,"Middle Badda, Badda, Dhaka",600,1,1,12000,Badda,3
1769,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,14000,Mirpur,44
1770,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,14000,Mirpur,44
1771,"North Azampur, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,12
1772,"Ranavola- Block D, Sector 10, Uttara, Dhaka",1200,2,3,15000,Uttara,72
1773,"Ranavola- Block D, Sector 10, Uttara, Dhaka",1200,2,3,15000,Uttara,72
1774,"Ranavola- Block D, Sector 10, Uttara, Dhaka",1200,2,3,15000,Uttara,72
1775,"Block C, Arambag Residential Area, Pallabi, Mirpur, Dhaka",650,2,2,10500,Mirpur,44
1776,"Madhya Ajampur, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,12
1777,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,40000,Mirpur,44
1778,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,15000,Mirpur,44
1779,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1100,3,2,16000,Mohammadpur,46
1780,"Madhya Ajampur, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,12
1781,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",600,2,2,12000,Mirpur,44
1782,"West Nakhalpara, Tejgaon, Dhaka",900,2,2,21000,Tejgaon,69
1783,"North Azampur, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan,12
1784,"Shantinagar, Dhaka",1720,3,3,35000,Shantinagar,61
1785,"North Jatra Bari, Jatra Bari, Dhaka",700,2,2,10000,Jatra Bari,22
1786,"North Azampur, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan,12
1787,"Priyanka City, Sector 12, Uttara, Dhaka",1100,3,2,16000,Uttara,72
1788,"West Nakhalpara, Tejgaon, Dhaka",900,2,2,21000,Tejgaon,69
1789,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,15000,Mirpur,44
1790,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,14000,Mirpur,44
1791,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,15000,Mirpur,44
1792,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,15000,Mirpur,44
1793,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,14000,Mirpur,44
1794,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,14000,Mirpur,44
1795,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,14000,Mirpur,44
1796,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,15000,Mirpur,44
1797,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1000,3,2,14000,Mirpur,44
1798,"Block B, Section 12, Mirpur, Dhaka",1200,3,3,28000,Mirpur,44
1799,"Block B, Section 12, Mirpur, Dhaka",1200,3,3,28000,Mirpur,44
1800,"Block B, Section 12, Mirpur, Dhaka",1200,3,3,28000,Mirpur,44
1801,"Block B, Section 12, Mirpur, Dhaka",1200,3,3,28000,Mirpur,44
1802,"Block B, Section 12, Mirpur, Dhaka",650,2,2,14500,Mirpur,44
1803,"Block B, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,44
1804,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1805,"North Jatra Bari, Jatra Bari, Dhaka",750,2,1,11000,Jatra Bari,22
1806,"Block A, Arambag Residential Area, Pallabi, Mirpur, Dhaka",650,2,2,13000,Mirpur,44
1807,"North Jatra Bari, Jatra Bari, Dhaka",750,2,1,11000,Jatra Bari,22
1808,"Rayer Bazaar, Hazaribag, Dhaka",600,2,1,11000,Hazaribag,20
1809,"Block B, Section 12, Mirpur, Dhaka",650,2,2,14500,Mirpur,44
1810,"Eskaton, Dhaka",1500,3,3,29000,Eskaton,16
1811,"Middle Paikpara, Mirpur, Dhaka",1150,3,2,15000,Mirpur,44
1812,"Middle Paikpara, Mirpur, Dhaka",1150,3,2,15000,Mirpur,44
1813,"Abdullahbag, Uttar Badda, Badda, Dhaka",1150,3,3,20000,Badda,3
1814,"Block C, Section 12, Mirpur, Dhaka",650,2,2,14000,Mirpur,44
1815,"Middle Paikpara, Mirpur, Dhaka",1150,3,2,15000,Mirpur,44
1816,"Dhanmondi, Dhaka",1200,3,4,30000,Dhanmondi,14
1817,"Middle Paikpara, Mirpur, Dhaka",1150,3,2,15000,Mirpur,44
1818,"Middle Paikpara, Mirpur, Dhaka",1150,3,2,15000,Mirpur,44
1819,"Lalbagh, Dhaka",700,2,2,18000,Lalbagh,37
1820,"Dhanmondi, Dhaka",800,2,2,25000,Dhanmondi,14
1821,"Dhanmondi, Dhaka",1200,3,3,30000,Dhanmondi,14
1822,"Khilbari Tek, Badda, Dhaka",1100,3,3,18000,Badda,3
1823,"Block B, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
1824,"Matikata, Cantonment, Dhaka",1250,3,3,20000,Cantonment,11
1825,"Hazaribag, Dhaka",1100,3,2,19000,Hazaribag,20
1826,"Solmaid, Badda, Dhaka",750,2,2,14000,Badda,3
1827,"Taltola, Dakshin Khan, Dhaka",1200,3,3,13000,Taltola,68
1828,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",550,1,1,10500,Badda,3
1829,"Taltola, Dakshin Khan, Dhaka",1200,3,3,13000,Taltola,68
1830,"Block C, Section 12, Mirpur, Dhaka",650,2,2,14500,Mirpur,44
1831,"Block A, Section 12, Mirpur, Dhaka",1200,3,3,26000,Mirpur,44
1832,"Block A, Section 12, Mirpur, Dhaka",1200,3,3,26000,Mirpur,44
1833,"Uttar Badda, Badda, Dhaka",950,3,2,20000,Badda,3
1834,"Nurer Chala, Badda, Dhaka",500,2,1,10000,Badda,3
1835,"Kathalbagan, Dhaka",500,2,1,15000,Kathalbagan,31
1836,"Block B, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
1837,"Kallyanpur, Mirpur, Dhaka",1250,3,3,18000,Mirpur,44
1838,"Block A, Section 12, Mirpur, Dhaka",600,2,2,14500,Mirpur,44
1839,"Block C, Section 12, Mirpur, Dhaka",650,2,2,13500,Mirpur,44
1840,"Priyanka City, Sector 12, Uttara, Dhaka",1000,3,2,15000,Uttara,72
1841,"Section 10, Mirpur, Dhaka",1365,3,3,23000,Mirpur,44
1842,"Section 10, Mirpur, Dhaka",1365,3,3,23000,Mirpur,44
1843,"Khilbari Tek, Badda, Dhaka",1000,3,2,21000,Badda,3
1844,"Sector 5, Uttara, Dhaka",1400,3,3,25000,Uttara,72
1845,"Nurer Chala, Badda, Dhaka",1250,4,3,18000,Badda,3
1846,"Azimpur, Lalbagh, Dhaka",1100,3,3,28000,Lalbagh,37
1847,"Block B, Section 12, Mirpur, Dhaka",1200,3,2,20000,Mirpur,44
1848,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700,2,2,13500,Mirpur,44
1849,"Sector 4, Uttara, Dhaka",3000,4,4,100000,Uttara,72
1850,"Kallyanpur, Mirpur, Dhaka",700,2,2,13000,Mirpur,44
1851,"Mohammadpur, Dhaka",720,2,2,16000,Mohammadpur,46
1852,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",1050,3,2,12000,Mohammadpur,46
1853,"Naya Nagar, Khilkhet, Dhaka",750,2,2,14000,Khilkhet,34
1854,"Jagannathpur, Badda, Dhaka",650,2,1,11000,Badda,3
1855,"Gawair, Dakshin Khan, Dhaka",1200,3,2,15000,Dakshin Khan,12
1856,"South Azampur, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,12
1857,"Uttar Badda, Badda, Dhaka",800,2,2,17000,Badda,3
1858,"Sector 7, Uttara, Dhaka",1600,3,4,30000,Uttara,72
1859,"Chalabon, Dakshin Khan, Dhaka",1100,3,3,13000,Dakshin Khan,12
1860,"Chalabon, Dakshin Khan, Dhaka",1100,3,3,13000,Dakshin Khan,12
1861,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1250,3,3,18000,Mirpur,44
1862,"Taltola, Agargaon, Dhaka",1050,3,3,15000,Taltola,68
1863,"Lalbagh Road, Lalbagh, Dhaka",700,2,2,15000,Lalbagh,37
1864,"Block A, Chad Uddan Housing, Mohammadpur, Dhaka",800,2,2,14000,Mohammadpur,46
1865,"North Shahjahanpur, Dhaka",650,2,1,12000,Shahjahanpur,60
1866,"Gawair, Dakshin Khan, Dhaka",700,2,2,12000,Dakshin Khan,12
1867,"Mirpur, Dhaka",650,2,2,13000,Mirpur,44
1868,"Block G, South Banasree Project, Banasree, Dhaka",1050,3,2,16000,Banasree,5
1869,"Kathalbagan, Dhaka",1050,2,2,24000,Kathalbagan,31
1870,"Lalbagh Road, Lalbagh, Dhaka",700,2,2,15000,Lalbagh,37
1871,"Block J, Bashundhara R-A, Dhaka",1000,3,2,17500,Bashundhara,10
1872,"Block G, Bashundhara R-A, Dhaka",1400,3,3,24000,Bashundhara,10
1873,"Block D, Bashundhara R-A, Dhaka",2400,3,4,75000,Bashundhara,10
1874,"Mohammadpur, Dhaka",1600,3,3,32000,Mohammadpur,46
1875,"Block J, Banasree, Dhaka",1100,3,3,21000,Banasree,5
1876,"Block J, Banasree, Dhaka",1100,3,3,21000,Banasree,5
1877,"Block H, Bashundhara R-A, Dhaka",1600,3,3,26000,Bashundhara,10
1878,"Section 1, Mirpur, Dhaka",700,2,2,12000,Mirpur,44
1879,"Manikdi, Cantonment, Dhaka",1520,3,3,13000,Cantonment,11
1880,"Malibagh, Dhaka",1204,3,3,25000,Malibagh,41
1881,"South Manikdi, Manikdi, Cantonment, Dhaka",750,2,2,13000,Cantonment,11
1882,"Pallabi, Mirpur, Dhaka",800,2,2,15000,Mirpur,44
1883,"Nabi Nagar Housing, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
1884,"Bakshi Bazar, Lalbagh, Dhaka",650,2,1,12000,Lalbagh,37
1885,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",850,2,2,12000,Mohammadpur,46
1886,"Middle Badda, Badda, Dhaka",750,2,2,15000,Badda,3
1887,"Middle Badda, Badda, Dhaka",750,2,2,15000,Badda,3
1888,"Eskaton, Dhaka",1000,2,1,20000,Eskaton,16
1889,"Senpara Parbata, Section 10, Mirpur, Dhaka",650,2,2,15000,Mirpur,44
1890,"South Badda, Badda, Dhaka",650,2,2,13000,Badda,3
1891,"Barontek, Cantonment, Dhaka",1150,3,3,13000,Cantonment,11
1892,"Block D, Chandrima Model Town, Mohammadpur, Dhaka",1400,3,3,15000,Mohammadpur,46
1893,"Mirpur, Dhaka",800,2,2,11000,Mirpur,44
1894,"Shegunbagicha, Dhaka",1450,3,3,35000,Shegunbagicha,62
1895,"Block A, Section 6, Mirpur, Dhaka",650,2,2,13000,Mirpur,44
1896,"Malibagh, Dhaka",650,2,1,16000,Malibagh,41
1897,"Sector 10, Uttara, Dhaka",1600,3,3,25000,Uttara,72
