Serial No,Location,Apartment_size,Bed,Bath,Price,Area,Area_code
6,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur,291
7,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,13000,Mirpur,291
8,"West Shewrapara, Mirpur, Dhaka",1100,3,3,18000,Mirpur,724
9,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur,291
10,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur,291
11,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,13000,Mirpur,291
12,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1050,3,2,12000,Mirpur,291
13,"Paikpara, Mirpur, Dhaka",800,2,2,11500,Mirpur,521
14,"Nurer Chala, Badda, Dhaka",500,2,1,11000,Badda,515
15,"Middle Paikpara, Mirpur, Dhaka",1050,3,2,13500,Mirpur,445
16,"Malibagh, Dhaka",1300,3,3,27000,Malibagh,427
17,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",1050,3,2,14000,Vatara,95
18,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",1050,3,2,14000,Vatara,95
19,"Monipuripara, Tejgaon, Dhaka",1400,3,3,30000,Tejgaon,467
20,"Block Ka, North Bishil, Section 1, Mirpur, Dhaka",500,2,1,10000,Mirpur,257
21,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",500,2,1,13000,Dhanmondi,705
22,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",500,2,1,13000,Dhanmondi,705
23,"Kathalbagan, Dhaka",1365,3,3,30000,Kathalbagan,393
24,"Sector 2, Block D, Aftab Nagar, Dhaka",1100,3,3,17000,Aftab Nagar,596
25,"Block B, Banasree, Dhaka",900,2,2,19000,Banasree,106
26,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,12000,Uttara,93
27,"Sector 9, Uttara, Dhaka",1528,3,3,35000,Uttara,605
28,"Kalachandpur, Dhaka",850,2,2,14000,Kalachandpur,383
29,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,14000,Mohammadpur,519
30,"Rajarbag, Bashabo, Dhaka",1200,3,3,18500,Bashabo,539
31,"Block H, Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara,238
32,"Block H, Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara,238
33,"Block G, Bashundhara R-A, Dhaka",2600,4,4,55000,Bashundhara,230
34,"Block G, Bashundhara R-A, Dhaka",1300,3,2,23000,Bashundhara,230
35,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700,2,2,14000,Dhanmondi,110
36,"Block A, Bashundhara R-A, Dhaka",1600,3,3,45000,Bashundhara,73
37,"Bangshal, Dhaka",950,3,2,30000,Bangshal,57
38,"South Azampur, Dakshin Khan, Dhaka",600,2,2,10000,Dakshin Khan,638
39,"Vashantek, Cantonment, Dhaka",750,2,2,11500,Cantonment,696
40,"Wari, Sutrapur, Dhaka",1500,3,3,25000,Sutrapur,703
41,"Hazaribag, Dhaka",600,2,1,10000,Hazaribag,351
42,"Gudaraghat, Middle Badda, Badda, Dhaka",700,2,2,16500,Badda,343
43,"Mohammadpur, Dhaka",620,2,1,13000,Mohammadpur,461
44,"Block F, aziz Moholla, Mohammadpur, Dhaka",720,2,2,14500,Mohammadpur,228
45,"Senpara Parbata, Section 10, Mirpur, Dhaka",650,2,2,13000,Mirpur,606
46,"Mirpur, Dhaka",600,1,2,10000,Mirpur,451
47,"Middle Badda, Badda, Dhaka",600,2,1,12000,Badda,440
48,"Kallyanpur, Mirpur, Dhaka",1280,3,3,20000,Mirpur,385
49,"Kallyanpur, Mirpur, Dhaka",1350,3,3,20000,Mirpur,385
50,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,15000,Badda,641
51,"Mayakanon, Sabujbag, South Bashabo, Bashabo, Dhaka",800,2,2,17000,Bashabo,436
52,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",650,2,1,10000,Dhanmondi,110
53,"Middle Paikpara, Mirpur, Dhaka",1000,3,2,14000,Mirpur,445
54,"Sutrapur, Dhaka",1200,3,3,25000,Sutrapur,665
55,"Shantibag, Malibagh, Dhaka",500,2,1,14000,Malibagh,618
56,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1150,3,3,17000,Mirpur,520
57,"Shantibag, Malibagh, Dhaka",600,2,1,14000,Malibagh,618
58,"East Hazipara, East Rampura, Rampura, Dhaka",800,2,2,16000,Rampura,308
59,"Jagannathpur, Badda, Dhaka",700,2,2,15000,Badda,358
60,"Rupnagar R/A, Mirpur, Dhaka",650,2,2,10500,Mirpur,565
61,"Nadda, Dhaka",1100,3,2,20000,Nadda,474
62,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",1200,3,3,21000,Maghbazar,454
63,"Mohammadi Housing LTD., Mohammadpur, Dhaka",850,2,2,16500,Mohammadpur,459
64,"Block C, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,161
65,"West Nakhalpara, Tejgaon, Dhaka",900,3,2,17000,Tejgaon,719
66,"Block E, Section 12, Mirpur, Dhaka",650,2,2,14500,Mirpur,212
67,"Lalkuthi, 3rd Colony, Mirpur, Dhaka",550,2,2,11000,Mirpur,413
68,"West Kazipara, Mirpur, Dhaka",1100,3,2,14000,Mirpur,713
69,"Block E, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur,212
70,"South Badda, Badda, Dhaka",800,2,2,16000,Badda,639
71,"Mirpur, Dhaka",1280,3,3,14000,Mirpur,451
72,"West Rampura, Rampura, Dhaka",800,2,2,15000,Rampura,723
73,"PC Culture Housing, Mohammadpur, Dhaka",550,2,1,12000,Mohammadpur,519
74,"Section 2, Mirpur, Dhaka",400,1,1,10000,Mirpur,581
75,"Block A, Section 10, Mirpur, Dhaka",650,2,2,12000,Mirpur,97
76,"Mayakanon, Sabujbag, South Bashabo, Bashabo, Dhaka",750,2,2,15000,Bashabo,436
77,"South Badda, Badda, Dhaka",600,2,1,11500,Badda,639
78,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,14000,Badda,641
79,"Block E, Section 12, Mirpur, Dhaka",650,2,2,10500,Mirpur,212
80,"Mirpur, Dhaka",1280,3,3,15000,Mirpur,451
81,"Block C, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,161
82,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",775,2,2,13000,Mirpur,520
83,"Block B, Section 12, Mirpur, Dhaka",1100,3,2,18000,Mirpur,132
84,"Block B, Bashundhara R-A, Dhaka",1950,3,4,35000,Bashundhara,107
85,"Dhanmondi, Dhaka",1620,3,3,42000,Dhanmondi,296
86,"Block B, Section 12, Mirpur, Dhaka",1050,2,2,20000,Mirpur,132
87,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,194
88,"Kafrul, Dhaka",750,2,2,12500,Kafrul,378
89,"Mayakanon, Sabujbag, South Bashabo, Bashabo, Dhaka",1200,3,2,23000,Bashabo,436
90,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",800,2,2,12000,Vatara,128
91,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,16000,Mohammadpur,519
92,"Block A, Section 13, Mirpur, Dhaka",1250,3,3,24000,Mirpur,100
93,"Vatara, Badda, Dhaka",600,2,2,10500,Vatara,697
94,"Kuril, Dhaka",850,2,2,16000,Kuril,408
95,"Malibagh, Dhaka",1280,3,3,25000,Malibagh,427
96,"Malibagh, Dhaka",1280,3,3,25000,Malibagh,427
97,"Block Kha, North Bishil, Section 1, Mirpur, Dhaka",700,2,2,13500,Mirpur,259
98,"Mohammadpur, Dhaka",900,3,2,18000,Mohammadpur,461
99,"Atish Deepankar Road, Bashabo, Dhaka",1000,3,3,23000,Bashabo,25
100,"Banani, Dhaka",2680,3,4,55000,Banani,54
101,"Section 1, Mirpur, Dhaka",650,2,2,12000,Mirpur,575
102,"Section 1, Mirpur, Dhaka",650,2,2,11000,Mirpur,575
103,"Banani, Dhaka",2410,3,4,90000,Banani,54
104,"Monipuripara, Tejgaon, Dhaka",950,2,2,24000,Tejgaon,467
105,"East Kazipara, Mirpur, Dhaka",1100,3,2,15500,Mirpur,309
106,"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",700,2,2,13000,Mohammadpur,121
107,"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",700,2,2,13000,Mohammadpur,121
108,"Section 7, Mirpur, Dhaka",650,2,2,12000,Mirpur,583
109,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",1250,3,3,23000,Maghbazar,454
110,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur,39
111,"Block C, Bashundhara R-A, Dhaka",1200,3,3,30000,Bashundhara,141
112,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,20000,Mirpur,39
113,"Kathalbagan, Dhaka",1000,2,2,22000,Kathalbagan,393
114,"Block G, Banasree, Dhaka",500,2,1,14000,Banasree,229
115,"Sector 14, Uttara, Dhaka",900,2,2,18000,Uttara,594
116,"Block E, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",1150,3,3,22000,Mohammadpur,207
117,"Sector 10, Uttara, Dhaka",1650,3,4,28000,Uttara,590
118,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",700,2,2,13000,Vatara,95
119,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",750,2,2,12500,Vatara,95
120,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",1000,3,2,14500,Vatara,95
121,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",1000,3,2,14000,Vatara,95
122,"Bhagalpur, Hazaribag, Dhaka",700,2,2,13000,Hazaribag,65
123,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1150,3,3,14500,Mirpur,446
124,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1645,3,3,15000,Uttara,93
125,"West Shewrapara, Mirpur, Dhaka",1100,3,3,20000,Mirpur,724
126,"Ibrahimpur, Dhaka",800,2,2,13500,Ibrahimpur,355
127,"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka",1200,3,3,16000,Mirpur,249
128,"Block J, Bashundhara R-A, Dhaka",1100,3,2,18000,Bashundhara,247
129,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1200,3,3,17000,Shyamoli,631
130,"Block L, Bashundhara R-A, Dhaka",1400,3,3,15000,Bashundhara,260
131,"Block A, Bashundhara R-A, Dhaka",1600,3,3,45000,Bashundhara,73
132,"Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka",1100,3,3,14000,Mirpur,386
133,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2000,4,4,40000,Mirpur,26
134,"Jagannathpur, Badda, Dhaka",1000,3,2,15000,Badda,358
135,"Maghbazar, Dhaka",500,1,1,12000,Maghbazar,422
136,"Tejgaon, Dhaka",1600,3,4,32000,Tejgaon,677
137,"Azimpur, Lalbagh, Dhaka",1000,3,3,21000,Lalbagh,46
138,"Ibrahimpur, Dhaka",750,2,1,11500,Ibrahimpur,355
139,"Mirpur, Dhaka",1500,3,3,16000,Mirpur,451
140,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,10000,Badda,641
141,"Block C, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,161
142,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",720,2,2,12000,Mohammadpur,90
143,"East Kazipara, Mirpur, Dhaka",500,1,1,10000,Mirpur,309
144,"Sector 14, Uttara, Dhaka",900,2,2,19300,Uttara,594
145,"Senpara Parbata, Section 10, Mirpur, Dhaka",1250,3,3,20000,Mirpur,606
146,"Amligola, Lalbagh, Dhaka",1300,3,3,35000,Lalbagh,17
147,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1265,3,3,17000,Mohammadpur,125
148,"Shahjahanpur, Dhaka",600,2,1,10000,Shahjahanpur,614
149,"Gulshan 2, Gulshan, Dhaka",1750,3,3,100000,Gulshan,346
150,"Block Cha, Section 2, Mirpur, Dhaka",700,2,2,12000,Mirpur,167
151,"Nayatola, Maghbazar, Dhaka",550,2,1,12000,Maghbazar,485
152,"Kuril, Dhaka",800,2,2,14000,Kuril,408
153,"Block TA, Section 12, Mirpur, Dhaka",1350,3,3,28000,Mirpur,267
154,"Mirpur DOHS, Mirpur, Dhaka",2200,4,4,30000,Mirpur,449
155,"Block B, Section 12, Mirpur, Dhaka",2500,3,3,30000,Mirpur,132
156,"South Badda, Badda, Dhaka",720,2,2,14500,Badda,639
157,"Nikunja 2, Nikunja, Dhaka",750,2,2,20000,Nikunja,491
158,"Mayakanon, Sabujbag, South Bashabo, Bashabo, Dhaka",800,2,2,19000,Bashabo,436
159,"Shahjadpur, Badda, Dhaka",1300,3,3,24000,Badda,613
160,"Middle Badda, Badda, Dhaka",650,2,1,11000,Badda,440
161,"West Nandipara, Khilgaon, Dhaka",1200,3,3,15000,Khilgaon,720
162,"Sector 12, Uttara, Dhaka",950,2,2,18000,Uttara,592
163,"Block C, Section 12, Mirpur, Dhaka",650,2,1,11500,Mirpur,161
164,"Eskaton, Dhaka",1730,3,3,40000,Eskaton,325
165,"Malibagh, Dhaka",800,2,2,17500,Malibagh,427
166,"Block Kha, North Bishil, Section 1, Mirpur, Dhaka",1000,3,2,17000,Mirpur,259
167,"West Kalachandpur, Kalachandpur, Dhaka",800,2,1,12000,Kalachandpur,711
168,"Block G, Bashundhara R-A, Dhaka",2125,4,4,35000,Bashundhara,230
169,"Kuril, Dhaka",750,2,2,15000,Kuril,408
170,"Sector 9, Uttara, Dhaka",900,2,2,18000,Uttara,605
171,"Block C, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,161
172,"Sector 13, Uttara, Dhaka",2550,3,4,50000,Uttara,593
173,"Block B, Section 12, Mirpur, Dhaka",650,2,1,12200,Mirpur,132
174,"Joar Sahara, Dhaka",800,2,2,12000,Joar Sahara,371
175,"Akota Residential Area, Uttar Badda, Badda, Dhaka",1200,3,2,20000,Badda,15
176,"Khilgaon, Dhaka",1100,3,2,24000,Khilgaon,402
177,"Uttar Badda, Badda, Dhaka",1200,3,3,22000,Badda,691
178,"Block D, Section 12, Mirpur, Dhaka",700,2,2,11500,Mirpur,194
179,"East Bashabo, Bashabo, Dhaka",700,2,2,13000,Bashabo,306
180,"Block B, Banasree, Dhaka",1300,3,2,24000,Banasree,106
181,"Nayatola, Maghbazar, Dhaka",1100,3,2,20000,Maghbazar,485
182,"Block H, Section 2, Mirpur, Dhaka",700,2,2,13000,Mirpur,240
183,"Gawair, Dakshin Khan, Dhaka",700,2,2,10500,Dakshin Khan,333
184,"Malibagh, Dhaka",1300,3,3,27000,Malibagh,427
185,"Sector 12, Uttara, Dhaka",1440,3,3,30000,Uttara,592
186,"Block A, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,98
187,"Sector 12, Uttara, Dhaka",950,3,3,15000,Uttara,592
188,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",1100,3,3,14000,Mohammadpur,112
189,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",800,2,2,16000,Badda,641
190,"Section 2, Mirpur, Dhaka",650,2,2,11000,Mirpur,581
191,"Joar Sahara, Dhaka",850,2,2,14000,Joar Sahara,371
192,"Shahjahanpur, Dhaka",700,2,2,24000,Shahjahanpur,614
193,"1st Colony, Mirpur, Dhaka",1100,3,3,15000,Mirpur,0
194,"Mohammadia Housing Society, Mohammadpur, Dhaka",1000,3,3,18000,Mohammadpur,460
195,"Section 2, Mirpur, Dhaka",650,1,2,11000,Mirpur,581
196,"Sector 14, Uttara, Dhaka",1000,3,2,19000,Uttara,594
197,"Badda, Dhaka",720,2,2,13380,Badda,47
198,"Sector 5, Uttara, Dhaka",800,2,2,16000,Uttara,602
199,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,194
200,"Madhya Ajampur, Dakshin Khan, Dhaka",700,2,2,12000,Dakshin Khan,421
201,"Joar Sahara, Dhaka",1200,3,3,23000,Joar Sahara,371
202,"Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan,292
203,"Badda, Dhaka",600,2,1,10000,Badda,47
204,"Chowdhuripara, Khilgaon, Dhaka",550,2,1,12000,Khilgaon,287
205,"Shahjahanpur, Dhaka",700,2,2,15000,Shahjahanpur,614
206,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,40
207,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur,33
208,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,40
209,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,194
210,"Sector 2, Block E, Aftab Nagar, Dhaka",1500,3,4,22000,Aftab Nagar,597
211,"Kathalbagan, Dhaka",1100,3,3,25000,Kathalbagan,393
212,"Tajmahal Road, Mohammadpur, Dhaka",720,2,2,16000,Mohammadpur,668
213,"Madhya Ajampur, Dakshin Khan, Dhaka",700,2,2,12000,Dakshin Khan,421
214,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800,2,2,16500,Mohammadpur,459
215,"Sector 2, Block F, Aftab Nagar, Dhaka",850,2,2,16000,Aftab Nagar,598
216,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,38000,Mirpur,33
217,"Nabi Nagar Housing, Mohammadpur, Dhaka",1100,3,2,14000,Mohammadpur,473
218,"Sector 2, Block F, Aftab Nagar, Dhaka",850,2,2,16000,Aftab Nagar,598
219,"Sector 2, Block E, Aftab Nagar, Dhaka",1700,4,3,30000,Aftab Nagar,597
220,"Block C, Bochila Garden City, Bochila, Mohammadpur, Dhaka",700,2,2,10000,Mohammadpur,143
221,"Gawair, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan,333
222,"Block C, Section 6, Mirpur, Dhaka",1000,3,2,25000,Mirpur,164
223,"Kathalbagan, Dhaka",1200,3,2,26000,Kathalbagan,393
224,"New Eskaton, Eskaton, Dhaka",850,2,3,23000,Eskaton,487
225,"East Mollartek, Dakshin Khan, Dhaka",700,2,2,11500,Dakshin Khan,315
226,"Gawair, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,333
227,"Block C, Section 6, Mirpur, Dhaka",1000,3,2,25000,Mirpur,164
228,"Sector 14, Uttara, Dhaka",1500,3,4,35000,Uttara,594
229,"Senpara Parbata, Section 10, Mirpur, Dhaka",650,2,2,16000,Mirpur,606
230,"Sector 2, Block F, Aftab Nagar, Dhaka",850,2,2,16000,Aftab Nagar,598
231,"Block C, Section 6, Mirpur, Dhaka",1000,3,2,25000,Mirpur,164
232,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,40
233,"Sector 2, Block F, Aftab Nagar, Dhaka",850,2,2,16000,Aftab Nagar,598
234,"Gawair, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan,333
235,"Sector 2, Block F, Aftab Nagar, Dhaka",850,2,2,16000,Aftab Nagar,598
236,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,40
237,"Sector 2, Block D, Aftab Nagar, Dhaka",1340,3,3,18000,Aftab Nagar,596
238,"Sector 2, Block F, Aftab Nagar, Dhaka",850,2,2,16000,Aftab Nagar,598
239,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,40
240,"Uttar Badda, Badda, Dhaka",720,2,2,13500,Badda,691
241,"Uttar Badda, Badda, Dhaka",720,2,2,14500,Badda,691
242,"Kathalbagan, Dhaka",1200,3,2,26000,Kathalbagan,393
243,"Sector 14, Uttara, Dhaka",800,2,2,20000,Uttara,594
244,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1050,3,3,20000,Mohammadpur,459
245,"Gawair, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,333
246,"South Bashabo, Bashabo, Dhaka",600,2,1,10000,Bashabo,642
247,"Chandmiya Housing, Mohammadpur, Dhaka",1400,3,3,30000,Mohammadpur,283
248,"Block D, Section 6, Mirpur, Dhaka",550,2,1,11000,Mirpur,197
249,"Block C, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,161
250,"Shyamoli, Dhaka",1200,3,3,22000,Shyamoli,632
251,"Block B, Section 12, Mirpur, Dhaka",1200,3,3,28000,Mirpur,132
252,"Block B, Section 12, Mirpur, Dhaka",1200,3,3,30000,Mirpur,132
253,"Malibagh, Dhaka",1300,3,3,22000,Malibagh,427
254,"Block C, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1100,3,3,15000,Mohammadpur,142
255,"Block C, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1100,3,2,15000,Mohammadpur,142
256,"Mohammadpur, Dhaka",650,2,2,13000,Mohammadpur,461
257,"Shukrabad, Dhanmondi, Dhaka",1250,3,3,32000,Dhanmondi,628
258,"Shukrabad, Dhanmondi, Dhaka",1428,3,4,35000,Dhanmondi,628
259,"Badda, Dhaka",1400,3,3,32000,Badda,47
260,"Uttar Badda, Badda, Dhaka",600,2,1,15000,Badda,691
261,"Mohammadpur, Dhaka",650,2,2,16000,Mohammadpur,461
262,"Mohammadpur, Dhaka",650,2,2,13000,Mohammadpur,461
263,"Dhanmondi, Dhaka",1340,3,3,35000,Dhanmondi,296
264,"Satarkul, Uttar Badda, Badda, Dhaka",700,2,2,13000,Satarkul,571
265,"Shadhinata Sharani, Uttar Badda, Badda, Dhaka",1025,3,3,18000,Badda,608
266,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,3,13000,Uttara,93
267,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,3,13000,Uttara,93
268,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,212
269,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1150,3,3,16000,Shyamoli,631
270,"Gulshan 2, Gulshan, Dhaka",2500,3,3,100000,Gulshan,346
271,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",1300,3,4,18000,Mohammadpur,87
272,"Middle Paikpara, Mirpur, Dhaka",1250,3,3,16000,Mirpur,445
273,"Middle Paikpara, Mirpur, Dhaka",1250,3,3,16000,Mirpur,445
274,"Nurer Chala, Badda, Dhaka",600,2,2,10000,Badda,515
275,"Sector 2, Block F, Aftab Nagar, Dhaka",1250,3,3,22000,Aftab Nagar,598
276,"Khilbari Tek, Badda, Dhaka",1000,3,2,21000,Badda,401
277,"West Nakhalpara, Tejgaon, Dhaka",500,2,1,10000,Tejgaon,719
278,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",1127,3,3,18000,Mirpur,410
279,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750,2,2,14000,Mohammadpur,459
280,"Maghbazar, Dhaka",1000,2,2,22000,Maghbazar,422
281,"Block C, Section 6, Mirpur, Dhaka",800,2,2,14000,Mirpur,164
282,"Block D, Chad Uddan Housing, Mohammadpur, Dhaka",1050,3,3,14000,Mohammadpur,175
283,"Kafrul, Dhaka",1150,2,2,22000,Kafrul,378
284,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1500,3,3,18000,Mohammadpur,74
285,"Dhanmondi, Dhaka",1950,3,3,50000,Dhanmondi,296
286,"Middle Badda, Badda, Dhaka",720,2,2,13000,Badda,440
287,"Mohammadpur, Dhaka",1850,3,4,40000,Mohammadpur,461
288,"Mohammadpur, Dhaka",650,2,2,20000,Mohammadpur,461
289,"Kathalbagan, Dhaka",700,2,2,22000,Kathalbagan,393
290,"Mirpur, Dhaka",1800,3,3,27000,Mirpur,451
291,"Sector 9, Uttara, Dhaka",900,2,2,16000,Uttara,605
292,"Block C, Arambag Residential Area, Pallabi, Mirpur, Dhaka",1000,3,3,18000,Mirpur,139
293,"Block G, Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara,230
294,"Mohammadpur, Dhaka",1550,3,4,40000,Mohammadpur,461
295,"Section 2, Mirpur, Dhaka",600,2,1,11000,Mirpur,581
296,"Manikdi, Cantonment, Dhaka",1100,3,2,12000,Cantonment,428
297,"South Madartek, Madartek, Bashabo, Dhaka",900,3,2,13500,Madartek,651
298,"Shyamoli, Dhaka",1200,3,3,22000,Shyamoli,632
299,"Block A, Section 12, Mirpur, Dhaka",1300,3,3,25000,Mirpur,99
300,"Dhanmondi, Dhaka",2150,3,3,65000,Dhanmondi,296
301,"PC Culture Housing, Mohammadpur, Dhaka",750,2,2,14000,Mohammadpur,519
302,"Block E, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur,212
303,"Shyamoli, Dhaka",1000,3,2,18000,Shyamoli,632
304,"Block C, Section 12, Mirpur, Dhaka",1250,3,3,17000,Mirpur,161
305,"Arambag Residential Area, Pallabi, Mirpur, Dhaka",1200,3,3,16000,Mirpur,20
306,"Mohammadia Housing Society, Mohammadpur, Dhaka",1250,3,2,25000,Mohammadpur,460
307,"Kamarpara, Turag, Dhaka",1050,2,2,13000,Turag,388
308,"Maghbazar, Dhaka",850,2,2,25000,Maghbazar,422
309,"Mohammadi Housing LTD., Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur,459
310,"Mirpur DOHS, Mirpur, Dhaka",2300,4,5,40000,Mirpur,449
311,"Baithakali, Badda, Dhaka",720,2,2,10000,Badda,50
312,"Mirpur DOHS, Mirpur, Dhaka",2300,4,5,40000,Mirpur,449
313,"Baithakali, Badda, Dhaka",720,2,2,10000,Badda,50
314,"West Shewrapara, Mirpur, Dhaka",900,3,2,12000,Mirpur,724
315,"Kathalbagan, Dhaka",950,3,2,22000,Kathalbagan,393
316,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1300,3,4,18000,Mohammadpur,459
317,"Block C, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",950,3,2,13000,Mohammadpur,142
318,"Block C, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",950,3,2,13000,Mohammadpur,142
319,"Mohammadia Housing Society, Mohammadpur, Dhaka",750,2,2,16000,Mohammadpur,460
320,"Shahjahanpur, Dhaka",700,2,1,15000,Shahjahanpur,614
321,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",900,2,2,15000,Maghbazar,454
322,"Kalachandpur, Dhaka",850,3,2,15000,Kalachandpur,383
323,"Middle Paikpara, Mirpur, Dhaka",800,2,2,11700,Mirpur,445
324,"Bangshal, Dhaka",1450,4,3,25000,Bangshal,57
325,"Maghbazar, Dhaka",750,2,2,16000,Maghbazar,422
326,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,212
327,"Block C, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,161
328,"Block C, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur,161
329,"Block D, Section 12, Mirpur, Dhaka",700,2,2,10000,Mirpur,194
330,"Sector 14, Uttara, Dhaka",1000,3,2,16500,Uttara,594
331,"Block E, Section 12, Mirpur, Dhaka",650,2,2,14000,Mirpur,212
332,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",1000,3,3,18000,Mohammadpur,90
333,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800,2,2,16000,Mohammadpur,459
334,"Dhanmondi, Dhaka",1650,3,3,40000,Dhanmondi,296
335,"Ashkona, Dakshin Khan, Dhaka",1100,3,2,14000,Dakshin Khan,24
